web-scraper-order,web-scraper-start-url,link,link-href,title,author,description,genres,isbn,location,cover,date
"1613083938-2930","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Hard Drive: Bill Gates and the Making of the Microsoft Empire","https://www.goodreads.com/book/show/41611.Hard_Drive","Hard Drive: Bill Gates and the Making of the Microsoft Empire","James Wallace","null","Biography","0887306292
                      (ISBN13: 9780887306297)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440431674l/41611._SY475_.jpg","(first published January 1st 1992)"
"1613083865-2821","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Direct From Dell: Strategies That Revolutionized an Industry","https://www.goodreads.com/book/show/10416227-direct-from-dell","Direct From Dell: Strategies That Revolutionized an Industry","Michael Dell","null","Biography","B003WJRDY2","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429385800l/10416227.jpg","(first published February 17th 1999)"
"1613084199-3252","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Code: The Hidden Language of Computer Hardware and Software","https://www.goodreads.com/book/show/44882.Code","Code: The Hidden Language of Computer Hardware and Software","Charles Petzold","null","Science","0735611319
                      (ISBN13: 9780735611313)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328830222l/44882.jpg","(first published September 29th 1999)"
"1613083975-2989","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Groundswell: Winning in a World Transformed by Social Technologies","https://www.goodreads.com/book/show/2896061-groundswell","Groundswell: Winning in a World Transformed by Social Technologies","Charlene Li","null","Business","1422125009
                      (ISBN13: 9781422125007)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815608l/2896061._SY475_.jpg","(first published January 1st 2008)"
"1613083929-2916","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","https://www.goodreads.com/book/show/40492.Revolution_in_The_Valley","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","Andy Hertzfeld","null","Science","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388288490l/40492.jpg","(first published December 6th 2004)"
"1613083565-2527","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon","https://www.goodreads.com/book/show/18465875-countdown-to-zero-day","Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon","Kim Zetter","null","Espionage","","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404960332l/18465875.jpg","(first published June 3rd 2014)"
"1613084242-3289","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Audiobook","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613084189-3235","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age","https://www.goodreads.com/book/show/1101290.Dealers_of_Lightning","Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age","Michael A. Hiltzik","null","History","0887309895
                      (ISBN13: 9780887309892)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349086333l/1101290.jpg","(first published March 1st 1999)"
"1613084160-3229","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Microserfs","https://www.goodreads.com/book/show/2748.Microserfs","Microserfs","Douglas Coupland","null","Technology","0060987049
                      (ISBN13: 9780060987046)","Redmond, Washington","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546099595l/2748.jpg","null"
"1613084301-3393","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","https://www.goodreads.com/book/show/9319468-kingpin","Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","Kevin Poulsen","null","Computers","0307588688
                      (ISBN13: 9780307588685)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320477825l/9319468.jpg","null"
"1613083748-2714","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Are You Smart Enough to Work at Google?","https://www.goodreads.com/book/show/11786911-are-you-smart-enough-to-work-at-google","Are You Smart Enough to Work at Google?","William Poundstone","null","Computer Science","031609997X
                      (ISBN13: 9780316099974)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344271594l/11786911.jpg","(first published 2012)"
"1613084199-3254","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Code: The Hidden Language of Computer Hardware and Software","https://www.goodreads.com/book/show/44882.Code","Code: The Hidden Language of Computer Hardware and Software","Charles Petzold","null","Nonfiction","0735611319
                      (ISBN13: 9780735611313)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328830222l/44882.jpg","(first published September 29th 1999)"
"1613084331-3442","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary","https://www.goodreads.com/book/show/134825.The_Cathedral_the_Bazaar","The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary","Eric S. Raymond","null","Computer Science","0596001088
                      (ISBN13: 9780596001087)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835964l/134825.jpg","(first published October 1999)"
"1613084076-3122","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Options: The Secret Life of Steve Jobs","https://www.goodreads.com/book/show/1110713.Options","Options: The Secret Life of Steve Jobs","Fake Steve Jobs","null","Apple","0306815842
                      (ISBN13: 9780306815843)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442080198l/1110713._SY475_.jpg","(first published October 18th 2007)"
"1613083698-2652","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Inside Intel: Andy Grove and the Rise of the World's Most Powerful Chip Company","https://www.goodreads.com/book/show/493181.Inside_Intel","Inside Intel: Andy Grove and the Rise of the World's Most Powerful Chip Company","Tim Jackson","null","Technology","0452276438
                      (ISBN13: 9780452276437)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387738557l/493181.jpg","(first published April 1997)"
"1613084319-3420","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The New New Thing: A Silicon Valley Story","https://www.goodreads.com/book/show/10658.The_New_New_Thing","The New New Thing: A Silicon Valley Story","Michael   Lewis","null","History","0140296468
                      (ISBN13: 9780140296464)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442523392l/10658._SY475_.jpg","(first published 1999)"
"1613083874-2838","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","https://www.goodreads.com/book/show/821987.Weaving_the_Web","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","Tim Berners-Lee","null","Computers","006251587X
                      (ISBN13: 9780062515872)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348418521l/821987.jpg","(first published 1999)"
"1613084331-3436","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary","https://www.goodreads.com/book/show/134825.The_Cathedral_the_Bazaar","The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary","Eric S. Raymond","null","Computer Science","0596001088
                      (ISBN13: 9780596001087)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835964l/134825.jpg","(first published October 1999)"
"1613083838-2800","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Perfect Store: Inside eBay","https://www.goodreads.com/book/show/324739.The_Perfect_Store","The Perfect Store: Inside eBay","Adam Cohen","null","Computers","0316164933
                      (ISBN13: 9780316164931)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267788l/324739.jpg","(first published May 25th 2003)"
"1613083838-2790","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Perfect Store: Inside eBay","https://www.goodreads.com/book/show/324739.The_Perfect_Store","The Perfect Store: Inside eBay","Adam Cohen","null","Business","0316164933
                      (ISBN13: 9780316164931)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267788l/324739.jpg","(first published May 25th 2003)"
"1613083589-2531","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","https://www.goodreads.com/book/show/211099.Losing_My_Virginity","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Richard Branson","null","Biography","0812932293
                      (ISBN13: 9780812932294)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388216295l/211099.jpg","(first published 1998)"
"1613084076-3123","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Options: The Secret Life of Steve Jobs","https://www.goodreads.com/book/show/1110713.Options","Options: The Secret Life of Steve Jobs","Fake Steve Jobs","null","Humor","0306815842
                      (ISBN13: 9780306815843)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442080198l/1110713._SY475_.jpg","(first published October 18th 2007)"
"1613084036-3073","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","https://www.goodreads.com/book/show/6326920-the-accidental-billionaires","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","Ben Mezrich","null","Biography Memoir","0385529376
                      (ISBN13: 9780385529372)","Harvard University, Cambridge, Massachusetts","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527444l/6326920.jpg","(first published January 1st 2009)"
"1613084065-3105","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","https://www.goodreads.com/book/show/83533.The_Age_of_Spiritual_Machines","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","Ray Kurzweil","null","Nonfiction","0140282025
                      (ISBN13: 9780140282023)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284708l/83533.jpg","(first published December 28th 1998)"
